Time,Humidity,Air temperature,Cloud coverage,Solar radiation
2024-06-11 15:00:00,71,11.95,0,546.4209
2024-06-11 16:00:00,71,12.25,0,540.73853
2024-06-11 17:00:00,87,10.55,0,296.74579
2024-06-11 18:00:00,88,9.1500001,0,122.6837
2024-06-11 19:00:00,91,8.5999999,0,59.94751
2024-06-11 20:00:00,92,8.1999998,0,26.690519
2024-06-11 21:00:00,94,7.8499999,0,1.623929
2024-06-11 22:00:00,95,7.4499998,0,0
2024-06-11 23:00:00,96,7.1499999,0,0
2024-06-12 00:00:00,96,6.9499998,0,0
2024-06-12 01:00:00,96,6.5,0,0
2024-06-12 02:00:00,96,6.1000001,0,0
2024-06-12 03:00:00,97,5.8,0,0
2024-06-12 04:00:00,96,6,0,0
2024-06-12 05:00:00,95,6.2,0,10.2995
2024-06-12 06:00:00,94,6.75,0,62.619671
2024-06-12 07:00:00,86,7.5,0,85.99778
2024-06-12 08:00:00,74,8.0500002,0,178.69209
2024-06-12 09:00:00,67,9,0,254.63631
2024-06-12 10:00:00,63,9.5999999,0,344.99109
2024-06-12 11:00:00,65,10.5,0,520.11292
2024-06-12 12:00:00,60,10.4,0,401.77921
2024-06-12 13:00:00,86,9.1500001,0,134.052
2024-06-12 14:00:00,80,8.6500001,0,176.9153
2024-06-12 15:00:00,77,9.4500003,0,270.7912
2024-06-12 16:00:00,78,9.3499999,0,179.0484
2024-06-12 17:00:00,85,8.6500001,0,91.21386
2024-06-12 18:00:00,86,8.0999999,0,78.281807
2024-06-12 19:00:00,83,8.1999998,0,87.65329
2024-06-12 20:00:00,86,8.1000001,0,29.269131
2024-06-12 21:00:00,91,7.8,0,16.61281
2024-06-12 22:00:00,90,7.3999999,0,0
2024-06-12 23:00:00,90,7.2,0,0
2024-06-13 00:00:00,89,7.0999999,0,0
2024-06-13 01:00:00,90,7.25,0,0
2024-06-13 02:00:00,87,7.3499999,0,0
2024-06-13 03:00:00,88,7.25,0,0
2024-06-13 04:00:00,89,6.8999999,0,0
2024-06-13 05:00:00,85,7.0500002,0,18.33494
2024-06-13 06:00:00,83,7.6500001,0,56.351791
2024-06-13 07:00:00,78,8.25,0,83.138847
2024-06-13 08:00:00,77,9,0,164.2509
2024-06-13 09:00:00,75,9.75,0,286.27051
2024-06-13 10:00:00,73,10.5,0,302.3642
2024-06-13 11:00:00,64,11.25,0,379.48059
2024-06-13 12:00:00,66,11.6,0,302.4903
2024-06-13 13:00:00,63,12.9,0,500.91431
2024-06-13 14:00:00,64,13.1,0,331.53851
2024-06-13 15:00:00,65,12.6,0,286.32251
2024-06-13 16:00:00,67,12.15,0,242.0988
2024-06-13 17:00:00,71,11.4,0,126.5814
2024-06-13 18:00:00,89,9.9500003,0,14.09214
2024-06-13 19:00:00,93,9.0999999,0,48.258099
2024-06-13 20:00:00,93,9.1500001,0,26.988729
2024-06-13 21:00:00,94,8.9000001,0,18.48008
2024-06-13 22:00:00,95,8.5,0,0.47189909
2024-06-13 23:00:00,96,8.3499999,0,0
2024-06-14 00:00:00,96,8.3499999,0,0
2024-06-14 01:00:00,96,8.4000001,0,0
2024-06-14 02:00:00,96,8.5,0,0
2024-06-14 03:00:00,96,8.5500002,0,0
2024-06-14 04:00:00,96,8.6500001,0,0
2024-06-14 05:00:00,95,8.8499999,0,16.357321
2024-06-14 06:00:00,95,9.4000001,0,56.845139
2024-06-14 07:00:00,78,10.85,0,241.4214
2024-06-14 08:00:00,79,11.4,0,189.1433
2024-06-14 09:00:00,73,12.95,0,492.6387
2024-06-14 10:00:00,68,14.45,0,711.0235
2024-06-14 11:00:00,63,15.6,0,767.49738
2024-06-14 12:00:00,61,15.95,0,533.07123
2024-06-14 13:00:00,63,17.15,0,613.30988
2024-06-14 14:00:00,58,17.85,0,742.63452
2024-06-14 15:00:00,59,18,0,754.06897
2024-06-14 16:00:00,62,16.45,0,382.49979
2024-06-14 17:00:00,63,16.75,0,500.94839
2024-06-14 18:00:00,59,17,0,478.42801
2024-06-14 19:00:00,72,15.8,0,226.5806
2024-06-14 20:00:00,80,13.95,0,34.066971
2024-06-14 21:00:00,80,13.45,0,17.929119
2024-06-14 22:00:00,81,12.85,0,0
2024-06-14 23:00:00,83,12.45,0,0
2024-06-15 00:00:00,88,11.8,0,0
2024-06-15 01:00:00,82,11.6,0,0
2024-06-15 02:00:00,85,11.35,0,0
2024-06-15 03:00:00,81,11.9,0,0
2024-06-15 04:00:00,76,11.95,0,0
2024-06-15 05:00:00,61,12.8,0,29.81197
2024-06-15 06:00:00,51,14.55,0,73.0187
2024-06-15 07:00:00,57,15.5,0,198.9646
2024-06-15 08:00:00,54,15.900001,0,226.3851
2024-06-15 09:00:00,49,17.05,0,351.2684
2024-06-15 10:00:00,39,19.099999,0,508.2023
2024-06-15 11:00:00,37,19.75,0,553.96118
2024-06-15 12:00:00,40,19.900001,0,587.85663
2024-06-15 13:00:00,47,18.900001,0,462.83209
2024-06-15 14:00:00,39,19.900001,0,676.9903
2024-06-15 15:00:00,41,20.349999,0,608.97162
2024-06-15 16:00:00,40,20.75,0,590.2796
2024-06-15 17:00:00,42,19.8,0,394.56711
2024-06-15 18:00:00,41,19.75,0,439.62381
2024-06-15 19:00:00,50,18.3,0,244.1964
2024-06-15 20:00:00,56,16.6,0,17.13205
2024-06-15 21:00:00,58,16.2,0,9.3200836
2024-06-15 22:00:00,57,16.05,0,0
2024-06-15 23:00:00,44,16.45,0,0
2024-06-16 00:00:00,44,16.85,0,0
2024-06-16 01:00:00,49,16.35,0,0
2024-06-16 02:00:00,47,16.15,0,0
2024-06-16 03:00:00,59,15.4,0,0
2024-06-16 04:00:00,47,15.5,0,1.5052119
2024-06-16 05:00:00,48,16.25,0,16.89892
2024-06-16 06:00:00,48,16.35,0,63.412731
2024-06-16 07:00:00,51,16.3,0,69.041077
2024-06-16 08:00:00,54,15.55,0,74.786423
2024-06-16 09:00:00,64,15.3,0,87.461372
2024-06-16 10:00:00,84,14,0,82.7425
2024-06-16 11:00:00,86,13.35,0,142.73441
2024-06-16 12:00:00,80,14.05,0,238.6545
2024-06-16 13:00:00,73,15.6,0,643.26892
2024-06-16 14:00:00,72,17,0,821.66083
2024-06-16 15:00:00,73,16.75,0,590.78271
2024-06-16 16:00:00,75,15.75,0,498.85251
2024-06-16 17:00:00,74,16.1,0,451.07861
2024-06-16 18:00:00,85,14.45,0,108.7247
2024-06-16 19:00:00,87,13.75,0,169.3923
2024-06-16 20:00:00,89,13.3,0,34.126431
2024-06-16 21:00:00,93,12.5,0,0
2024-06-16 22:00:00,92,11.7,0,0
2024-06-16 23:00:00,91,11.9,0,0
2024-06-17 00:00:00,93,11.65,0,0
2024-06-17 01:00:00,92,10.65,0,0
2024-06-17 02:00:00,91,10.4,0,0
2024-06-17 03:00:00,87,10.6,0,0
2024-06-17 04:00:00,83,11.2,0,3.6941659
2024-06-17 05:00:00,79,12,0,40.649071
2024-06-17 06:00:00,69,13.8,0,64.016708
2024-06-17 07:00:00,61,15.25,0,266.8215
2024-06-17 08:00:00,66,16.4,0,233.31419
2024-06-17 09:00:00,71,15.8,0,116.6364
2024-06-17 10:00:00,66,15.75,0,82.334343
2024-06-17 11:00:00,63,16.650001,0,180.25841
2024-06-17 12:00:00,64,17.25,0,397.89459
2024-06-17 16:00:00,75,16.15,0,170.77541
2024-06-17 17:00:00,79,14.5,0,267.45319
2024-06-17 18:00:00,74,15.15,0,475.84589
2024-06-17 19:00:00,79,14.4,0,128.21741
2024-06-17 20:00:00,83,13.25,0,39.054081
2024-06-17 21:00:00,85,12.9,0,50.684391
2024-06-17 22:00:00,94,12.35,0,0
2024-06-17 23:00:00,94,11.1,0,0
2024-06-18 00:00:00,94,10.3,0,0
2024-06-18 01:00:00,94,10.1,0,0
2024-06-18 02:00:00,95,10.05,0,0
2024-06-18 03:00:00,96,9.8500004,0,0
2024-06-18 04:00:00,96,9.9000001,0,2.5411961
2024-06-18 05:00:00,96,10.4,0,28.966681
2024-06-18 06:00:00,96,11.15,0,79.134987
2024-06-18 07:00:00,87,12.2,0,236.83009
2024-06-18 08:00:00,77,13.55,0,353.0968
2024-06-18 09:00:00,77,14.8,0,480.74841
2024-06-18 10:00:00,75,15.15,0,360.63919
2024-06-18 11:00:00,74,14.55,0,262.17819
2024-06-18 12:00:00,76,14.9,0,342.22571
2024-06-18 13:00:00,69,15.55,0,415.67529
2024-06-18 14:00:00,77,14.8,0,254.6263
2024-06-18 15:00:00,84,13.3,0,54.729561
2024-06-18 16:00:00,89,12.15,0,7.4569802
2024-06-18 17:00:00,92,11.9,0,17.995661
2024-06-18 18:00:00,91,12,0,35.30917
2024-06-18 19:00:00,90,12.3,0,42.305481
2024-06-18 20:00:00,89,12.15,0,13.0285
2024-06-18 21:00:00,93,11.6,0,6.756391
2024-06-18 22:00:00,95,11.25,0,0
2024-06-18 23:00:00,95,11.05,0,0
2024-06-19 00:00:00,96,10.65,0,0
2024-06-19 01:00:00,96,10.4,0,0
2024-06-19 02:00:00,96,10.35,0,0
2024-06-19 03:00:00,94,9.9500003,0,0
2024-06-19 04:00:00,94,9.3000002,0,0
2024-06-19 05:00:00,95,8.6500001,0,0
2024-06-19 06:00:00,94,8.1499999,0,15.39581
2024-06-19 07:00:00,80,8.8000002,0,248.6673
2024-06-19 08:00:00,77,9.2000003,0,244.8148
2024-06-19 09:00:00,78,9.3499999,0,163.4272
2024-06-19 10:00:00,71,9.5500002,0,219.293
2024-06-19 11:00:00,69,10,0,259.28741
2024-06-19 12:00:00,68,10.6,0,275.68909
2024-06-19 13:00:00,79,10.2,0,217.5918
2024-06-19 14:00:00,65,10.3,0,197.29691
2024-06-19 15:00:00,63,11.15,0,194.1395
2024-06-19 16:00:00,58,11.75,0,265.66199
2024-06-19 17:00:00,52,12.65,0,262.05911
2024-06-19 18:00:00,53,12.75,0,207.745
2024-06-19 19:00:00,45,12.4,0,98.178337
2024-06-19 20:00:00,50,11.55,0,39.727859
2024-06-19 21:00:00,55,10.9,0,21.705469
2024-06-19 22:00:00,58,10.35,0,0
2024-06-19 23:00:00,57,10.45,0,0
2024-06-20 00:00:00,53,10.95,0,0
2024-06-20 01:00:00,51,11.65,0,0
2024-06-20 02:00:00,51,12,0,0
2024-06-20 03:00:00,48,12.45,0,0
2024-06-20 04:00:00,50,12.65,0,0
2024-06-20 05:00:00,52,12.8,0,6.7478018
2024-06-20 06:00:00,55,13.25,0,56.677608
2024-06-20 07:00:00,71,12.55,0,146.23911
2024-06-20 08:00:00,67,12.45,0,222.2495
2024-06-20 09:00:00,84,11.1,0,129.0271
2024-06-20 10:00:00,84,11.3,0,250.77769
2024-06-20 11:00:00,90,10.75,0,325.13101
2024-06-20 12:00:00,88,10.15,0,226.4966
2024-06-20 13:00:00,92,9.3000002,0,93.948723
2024-06-20 14:00:00,86,9.6500001,0,144.55321
2024-06-20 15:00:00,91,10.15,0,166.31
2024-06-20 16:00:00,86,9.8499999,0,122.7105
2024-06-20 17:00:00,86,10.3,0,154.2632
2024-06-20 18:00:00,93,10.05,0,53.112751
2024-06-20 19:00:00,89,10.15,0,97.837753
2024-06-20 20:00:00,83,10.4,0,67.00946
2024-06-20 21:00:00,84,10.35,0,22.860571
2024-06-20 22:00:00,85,10.05,0,1.829219
2024-06-20 23:00:00,83,9.8499999,0,0
2024-06-21 00:00:00,79,10.25,0,0
2024-06-21 01:00:00,74,10.8,0,0
2024-06-21 02:00:00,80,10.85,0,0
2024-06-21 03:00:00,80,10.25,0,0
2024-06-21 04:00:00,76,10.7,0,0
2024-06-21 05:00:00,82,10.55,0,0
2024-06-21 06:00:00,79,10.5,0,3.909059
2024-06-21 07:00:00,73,11.3,0,36.96365
2024-06-21 08:00:00,72,12.4,0,78.060951
2024-06-21 09:00:00,76,13,0,172.5639
2024-06-21 10:00:00,74,13.2,0,295.16769
2024-06-21 11:00:00,72,13.9,0,510.53979
2024-06-21 12:00:00,74,14.7,0,619.28271
2024-06-21 13:00:00,71,14.95,0,483.49139
2024-06-21 14:00:00,68,15.35,0,461.66241
2024-06-21 15:00:00,66,15.900001,0,511.6897
2024-06-21 16:00:00,66,16.65,0,452.2666
2024-06-21 17:00:00,68,16.700001,0,299.67209
2024-06-21 18:00:00,75,15.599999,0,161.439
2024-06-21 19:00:00,80,14.25,0,147.43179
2024-06-21 20:00:00,86,12.75,0,74.015068
2024-06-21 21:00:00,87,12.3,0,22.83597
2024-06-21 22:00:00,91,11.85,0,5.0901079
2024-06-21 23:00:00,92,11.35,0,0
2024-06-22 00:00:00,92,11.1,0,0
2024-06-22 01:00:00,92,11.25,0,0
2024-06-22 02:00:00,92,11.3,0,0
2024-06-22 03:00:00,93,11.35,0,0
2024-06-22 04:00:00,87,12,0,0
2024-06-22 05:00:00,87,12.65,0,5.1656179
2024-06-22 06:00:00,87,12.75,0,27.82519
2024-06-22 07:00:00,80,13.9,0,104.0828
2024-06-22 08:00:00,82,15.2,0,259.42529
2024-06-22 09:00:00,75,16.099999,0,376.3909
2024-06-22 10:00:00,73,17.150001,0,451.84161
2024-06-22 11:00:00,68,18.3,0,452.66779
2024-06-22 12:00:00,54,19.55,0,758.13672
2024-06-22 13:00:00,56,20.150001,0,648.95782
2024-06-22 14:00:00,69,19.2,0,567.97571
2024-06-22 15:00:00,68,17.4,0,332.02609
2024-06-22 16:00:00,74,16.35,0,201.6266
2024-06-22 17:00:00,77,15.55,0,170.147
2024-06-22 18:00:00,73,15.55,0,151.5239
2024-06-22 19:00:00,85,14.95,0,37.210941
2024-06-22 20:00:00,91,14,0,20.40403
2024-06-22 21:00:00,91,13.25,0,4.8429518
2024-06-22 22:00:00,94,12.8,0,0
2024-06-22 23:00:00,95,12.5,0,0
2024-06-23 00:00:00,96,12.3,0,0
2024-06-23 01:00:00,96,12.4,0,0
2024-06-23 02:00:00,96,12.55,0,0
2024-06-23 03:00:00,97,12.55,0,0
2024-06-23 04:00:00,97,12.65,0,0
2024-06-23 05:00:00,97,12.75,0,15.27129
2024-06-23 06:00:00,97,13,0,30.212009
2024-06-23 07:00:00,96,12.85,0,25.30632
2024-06-23 08:00:00,96,12.55,0,28.66186
2024-06-23 09:00:00,95,13,0,73.71875
2024-06-23 10:00:00,85,13.65,0,153.50819
2024-06-23 11:00:00,88,13.55,0,93.187897
2024-06-23 12:00:00,78,13.2,0,158.2354
2024-06-23 13:00:00,67,14.65,0,650.61267
2024-06-23 14:00:00,63,15.2,0,842.69922
2024-06-23 15:00:00,59,15.05,0,635.82507
2024-06-23 16:00:00,65,14.75,0,317.4791
2024-06-23 17:00:00,61,14.95,0,440.1817
2024-06-23 18:00:00,61,14.65,0,318.3165
2024-06-23 19:00:00,57,14,0,228.9192
2024-06-23 20:00:00,65,13.1,0,59.5098
2024-06-23 21:00:00,61,12.3,0,40.664669
2024-06-23 22:00:00,61,12,0,6.7096629
2024-06-23 23:00:00,65,11.55,0,0
2024-06-24 00:00:00,69,10.9,0,0
2024-06-24 01:00:00,70,10.4,0,0
2024-06-24 02:00:00,77,9.75,0,0
2024-06-24 03:00:00,77,8.9499998,0,0
2024-06-24 04:00:00,79,8.8000002,0,0
2024-06-24 05:00:00,76,9.7000003,0,43.88887
2024-06-24 06:00:00,79,10.9,0,67.558434
2024-06-24 07:00:00,78,11.5,0,76.203728
2024-06-24 08:00:00,70,12.55,0,159.90131
2024-06-24 09:00:00,59,14.1,0,255.61819
2024-06-24 10:00:00,50,16.05,0,514.41882
2024-06-24 11:00:00,49,16.7,0,397.28809
2024-06-24 12:00:00,46,17.4,0,434.05029
2024-06-24 13:00:00,47,18.75,0,790.68903
2024-06-24 14:00:00,44,19.8,0,599.67133
2024-06-24 15:00:00,40,22.15,0,708.01099
2024-06-24 16:00:00,36,22.7,0,680.61493
2024-06-24 17:00:00,44,22.049999,0,567.73657
2024-06-24 18:00:00,48,20.35,0,482.66379
2024-06-24 19:00:00,59,18.6,0,263.26599
2024-06-24 20:00:00,66,16.85,0,53.033051
2024-06-24 21:00:00,67,15.65,0,26.284309
2024-06-24 22:00:00,66,14.85,0,1.123157
2024-06-24 23:00:00,70,14.05,0,0
2024-06-25 00:00:00,66,13.4,0,0
2024-06-25 01:00:00,71,13.3,0,0
2024-06-25 02:00:00,75,12.55,0,0
2024-06-25 03:00:00,69,12.45,0,0
2024-06-25 04:00:00,66,12.95,0,0
2024-06-25 05:00:00,64,13.45,0,10.23703
2024-06-25 06:00:00,56,15.45,0,23.351311
2024-06-25 07:00:00,55,18.3,0,299.61029
2024-06-25 08:00:00,48,20.05,0,475.9693
2024-06-25 09:00:00,43,20.849999,0,507.28741
2024-06-25 10:00:00,31,23.099999,0,710.61438
2024-06-25 12:00:00,48,23.5,0,572.90948
2024-06-25 13:00:00,52,23.2,0,409.41281
2024-06-25 14:00:00,61,21.3,0,504.31689
2024-06-25 15:00:00,69,18.849999,0,386.2178
2024-06-25 16:00:00,81,17.3,0,393.45029
2024-06-25 17:00:00,88,15,0,54.388321
2024-06-25 18:00:00,93,13.8,0,15.47829
2024-06-25 19:00:00,94,12.6,0,5.0514979
2024-06-25 20:00:00,94,11.95,0,1.839662
2024-06-25 21:00:00,95,11.7,0,0
2024-06-25 22:00:00,96,11.5,0,0
2024-06-25 23:00:00,95,11.2,0,0
2024-06-26 00:00:00,95,10.8,0,0
2024-06-26 01:00:00,96,10.55,0,0
2024-06-26 02:00:00,96,10.5,0,0
2024-06-26 03:00:00,96,10.55,0,0
2024-06-26 04:00:00,96,10.55,0,0
2024-06-26 05:00:00,96,10.7,0,0
2024-06-26 06:00:00,95,10.8,0,7.8438468
2024-06-26 07:00:00,94,11.45,0,103.7973
2024-06-26 08:00:00,90,12.15,0,147.79649
2024-06-26 09:00:00,89,12.1,0,132.8405
2024-06-26 10:00:00,78,13.65,0,477.2923
2024-06-26 11:00:00,80,15.1,0,445.80371
2024-06-26 12:00:00,77,15.8,0,490.18631
2024-06-26 13:00:00,76,16.5,0,564.35828
2024-06-26 14:00:00,74,17.65,0,819.14789
2024-06-26 15:00:00,71,17.85,0,738.75702
2024-06-26 16:00:00,72,18.25,0,662.09998
2024-06-26 17:00:00,69,18.35,0,551.34857
2024-06-26 18:00:00,71,18.6,0,425.13751
2024-06-26 19:00:00,85,17.3,0,233.31261
2024-06-26 20:00:00,86,15.9,0,19.859541
2024-06-26 21:00:00,86,15.4,0,10.66616
2024-06-26 22:00:00,87,14.9,0,2.0844569
2024-06-26 23:00:00,90,14.55,0,0
2024-06-27 00:00:00,93,14.15,0,0
2024-06-27 01:00:00,94,13.75,0,0
2024-06-27 02:00:00,85,14.6,0,0
2024-06-27 03:00:00,85,15.45,0,0
2024-06-27 04:00:00,82,15.849999,0,0
2024-06-27 05:00:00,85,16.35,0,19.25799
2024-06-27 06:00:00,87,16.3,0,56.758301
2024-06-27 07:00:00,76,18,0,220.96381
2024-06-27 08:00:00,70,19.7,0,286.06171
2024-06-27 09:00:00,66,21.05,0,372.23181
2024-06-27 10:00:00,66,22,0,410.96219
2024-06-27 11:00:00,65,23,0,497.96481
2024-06-27 12:00:00,65,22.85,0,429.8075
2024-06-27 13:00:00,66,22.35,0,414.05042
2024-06-27 14:00:00,53,23.049999,0,766.89221
2024-06-27 15:00:00,59,22.900001,0,430.15051
2024-06-27 16:00:00,54,23.4,0,610.12488
2024-06-27 17:00:00,54,23.2,0,442.3367
2024-06-27 18:00:00,60,22.7,0,397.20779
2024-06-27 19:00:00,72,20.849999,0,174.2682
2024-06-27 20:00:00,77,19.65,0,72.322517
2024-06-27 21:00:00,78,19.1,0,50.080551
2024-06-27 22:00:00,82,17.900001,0,0.51025152
2024-06-27 23:00:00,85,16.95,0,0
2024-06-28 00:00:00,80,16.6,0,0
2024-06-28 01:00:00,48,19.6,0,0
2024-06-28 02:00:00,51,22.05,0,0
2024-06-28 03:00:00,74,19.700001,0,0
2024-06-28 04:00:00,82,17.25,0,0
2024-06-28 05:00:00,88,16.75,0,2.759892
2024-06-28 06:00:00,89,16.25,0,26.113649
2024-06-28 07:00:00,85,16.05,0,75.085114
2024-06-28 08:00:00,78,15.6,0,28.66081
2024-06-28 09:00:00,77,15.85,0,71.630577
2024-06-28 10:00:00,73,16.650001,0,196.7511
2024-06-28 11:00:00,76,16.65,0,82.506638
2024-06-28 12:00:00,79,16.25,0,172.84911
2024-06-28 13:00:00,78,16.2,0,214.1053
2024-06-28 14:00:00,73,17.95,0,488.4212
2024-06-28 15:00:00,66,18.849999,0,726.98102
2024-06-28 16:00:00,62,18.950001,0,511.1312
2024-06-28 17:00:00,60,19.700001,0,521.63623
2024-06-28 18:00:00,62,19.25,0,271.99219
2024-06-28 19:00:00,71,17.75,0,85.727432
2024-06-28 20:00:00,76,16.8,0,32.479462
2024-06-28 21:00:00,75,16.15,0,40.00848
2024-06-28 22:00:00,85,15.4,0,0
2024-06-28 23:00:00,65,15.1,0,0
2024-06-29 00:00:00,52,15.6,0,0
2024-06-29 01:00:00,51,15.45,0,0
2024-06-29 02:00:00,55,14.85,0,0
2024-06-29 03:00:00,52,14.55,0,0
2024-06-29 04:00:00,54,14.45,0,0
2024-06-29 05:00:00,64,13.7,0,2.833807
2024-06-29 06:00:00,73,12.6,0,33.99295
2024-06-29 07:00:00,67,12.3,0,83.692253
2024-06-29 08:00:00,85,11.9,0,101.6596
2024-06-29 09:00:00,75,11.65,0,160.42261
2024-06-29 10:00:00,71,11.85,0,171.64079
2024-06-29 11:00:00,80,11.95,0,115.9938
2024-06-29 12:00:00,81,12,0,208.9586
2024-06-29 13:00:00,71,12.75,0,317.71671
2024-06-29 14:00:00,63,14.1,0,386.55789
2024-06-29 15:00:00,51,14.05,0,281.9689
2024-06-29 16:00:00,51,15,0,362.80069
2024-06-29 17:00:00,56,14.95,0,346.07571
2024-06-29 18:00:00,58,14.05,0,211.4549
2024-06-29 19:00:00,70,13.25,0,149.0845
2024-06-29 20:00:00,64,12.45,0,54.31176
2024-06-29 21:00:00,66,12.55,0,43.99744
2024-06-29 22:00:00,65,12.15,0,20.870291
2024-06-29 23:00:00,61,11.95,0,0
2024-06-30 00:00:00,66,11.75,0,0
2024-06-30 01:00:00,63,11.45,0,0
2024-06-30 02:00:00,56,11.45,0,0
2024-06-30 03:00:00,55,12,0,0
2024-06-30 04:00:00,54,12.4,0,0
2024-06-30 05:00:00,56,12.75,0,24.09235
2024-06-30 06:00:00,58,12.5,0,40.166698
2024-06-30 07:00:00,54,13.25,0,129.3916
2024-06-30 08:00:00,56,14.35,0,253.61971
2024-06-30 09:00:00,53,14.5,0,270.62811
2024-06-30 10:00:00,52,16.1,0,641.64172
2024-06-30 11:00:00,61,14.8,0,184.3938
2024-06-30 12:00:00,61,14.45,0,378.7348
2024-06-30 13:00:00,60,14.95,0,336.81229
2024-06-30 14:00:00,58,15.4,0,480.31879
2024-06-30 15:00:00,61,15.2,0,280.1293
2024-06-30 16:00:00,65,14.5,0,122.7162
2024-06-30 17:00:00,64,14.4,0,181.7023
2024-06-30 18:00:00,64,14.45,0,111.0769
2024-06-30 19:00:00,64,14.35,0,55.045959
2024-06-30 20:00:00,67,13.85,0,19.650169
2024-06-30 21:00:00,72,13.1,0,0
2024-06-30 22:00:00,79,12.3,0,0
2024-06-30 23:00:00,86,11.8,0,0
2024-07-01 00:00:00,92,11.25,0,0
2024-07-01 01:00:00,95,10.65,0,0
2024-07-01 02:00:00,95,10.25,0,0
2024-07-01 03:00:00,94,10.05,0,0
2024-07-01 04:00:00,92,9.8499999,0,0
2024-07-01 05:00:00,89,10.05,0,11.19841
2024-07-01 06:00:00,86,10.4,0,39.139771
2024-07-01 07:00:00,85,10.7,0,35.215931
2024-07-01 08:00:00,93,10.5,0,46.68301
2024-07-01 09:00:00,90,10.2,0,66.565247
2024-07-01 10:00:00,84,11,0,146.72701
2024-07-01 11:00:00,78,11.4,0,128.7778
2024-07-01 12:00:00,72,11.9,0,288.771
2024-07-01 13:00:00,63,13.45,0,641.58557
2024-07-01 14:00:00,70,13.1,0,329.60818
2024-07-01 15:00:00,71,12.05,0,286.034
2024-07-01 16:00:00,68,13,0,504.53079
2024-07-01 17:00:00,63,13.75,0,536.54718
2024-07-01 18:00:00,74,12.6,0,182.619
2024-07-01 19:00:00,75,12.2,0,147.3002
2024-07-01 20:00:00,85,11.4,0,17.62089
2024-07-01 21:00:00,77,11,0,29.63196
2024-07-01 22:00:00,85,11,0,0
2024-07-01 23:00:00,92,10.4,0,0
2024-07-02 00:00:00,94,10.1,0,0
2024-07-02 01:00:00,93,10.15,0,0
2024-07-02 02:00:00,91,10.3,0,0
2024-07-02 03:00:00,92,10.5,0,0
2024-07-02 04:00:00,94,10.45,0,0
2024-07-02 05:00:00,93,10.35,0,10.88007
2024-07-02 06:00:00,94,10.4,0,14.27075
2024-07-02 07:00:00,93,10.65,0,16.302401
2024-07-02 08:00:00,94,10.45,0,46.348949
2024-07-02 09:00:00,95,10.25,0,84.915237
2024-07-02 10:00:00,95,10.65,0,109.8661
2024-07-02 11:00:00,93,10.5,0,148.9866
2024-07-02 12:00:00,90,10.45,0,137.89
2024-07-02 13:00:00,85,10.9,0,143.09109
2024-07-02 14:00:00,89,11.4,0,150.49451
2024-07-02 15:00:00,90,11.2,0,169.7955
2024-07-02 16:00:00,86,11.75,0,169.5533
2024-07-02 17:00:00,93,11.35,0,132.2934
2024-07-02 18:00:00,93,10.55,0,75.764259
2024-07-02 19:00:00,94,10,0,21.053471
2024-07-02 20:00:00,94,9.5499997,0,9.3544989
2024-07-02 21:00:00,93,9.4499998,0,3.8724909
2024-07-02 22:00:00,92,9.3499999,0,0
2024-07-02 23:00:00,94,9.2000003,0,0
2024-07-03 00:00:00,90,9,0,0
2024-07-03 01:00:00,86,8.5999999,0,0
2024-07-03 02:00:00,83,8.4000001,0,0
2024-07-03 03:00:00,86,8.1499999,0,0
2024-07-03 04:00:00,84,8.6499996,0,0
2024-07-03 05:00:00,71,9.4000001,0,21.298479
2024-07-03 06:00:00,79,9.6999998,0,36.192841
2024-07-03 07:00:00,76,10.2,0,101.399
2024-07-03 08:00:00,64,11.45,0,231.6837
2024-07-03 09:00:00,62,12.4,0,467.60941
2024-07-03 10:00:00,55,12.85,0,481.71729
2024-07-03 11:00:00,52,13.85,0,500.7691
2024-07-03 12:00:00,45,14.85,0,675.97913
2024-07-03 13:00:00,49,15.3,0,387.3371
2024-07-03 14:00:00,51,15.3,0,564.51141
2024-07-03 15:00:00,56,15.5,0,472.83969
2024-07-03 16:00:00,54,14.8,0,487.4024
2024-07-03 17:00:00,58,15.15,0,508.7157
2024-07-03 18:00:00,63,13.9,0,210.9686
2024-07-03 19:00:00,68,12.75,0,122.129
2024-07-03 20:00:00,72,12.1,0,62.8923
2024-07-03 21:00:00,75,11.6,0,43.430859
2024-07-03 22:00:00,82,10.9,0,0.49793151
2024-07-03 23:00:00,82,10.25,0,0
2024-07-04 00:00:00,84,9.9000001,0,0
2024-07-04 01:00:00,85,9.5999999,0,0
2024-07-04 02:00:00,81,9.6999998,0,0
2024-07-04 03:00:00,81,10.2,0,0
2024-07-04 04:00:00,78,10.5,0,0
2024-07-04 05:00:00,77,11.05,0,14.04831
2024-07-04 06:00:00,76,11.45,0,44.906521
2024-07-04 07:00:00,72,12.25,0,58.35664
2024-07-04 08:00:00,73,13.25,0,138.4724
2024-07-04 09:00:00,64,15.05,0,331.07919
2024-07-04 10:00:00,54,16.35,0,273.3504
2024-07-04 11:00:00,52,17.549999,0,600.59888
2024-07-04 12:00:00,49,19.150001,0,661.76312
2024-07-04 13:00:00,51,18.349999,0,303.78931
2024-07-04 14:00:00,51,19.25,0,522.07208
2024-07-04 15:00:00,52,19,0,366.7001
2024-07-04 16:00:00,52,19.35,0,585.94318
2024-07-04 17:00:00,41,20.1,0,584.41357
